Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,PPP Exchange rate [€ EU27-year/ local currency-year],Inflation adjustment ratio [GDP deflator 2019/GDP deflator year],Adjusted Monetary value [EU27 2019 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,Already constructed,Railway station,black roof,non-insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.69,2018 €/m2,every year,40,every year,0.6877,1.187,1.096,0.894945419,Avoided health cost (due to NO2 uptake),0.37,kg/m2,,,,,Csa,Europe,Portugal,Lisbon,"Silva et al.,",2019,The socioeconomic feasibility of greening rail stations: a case study in Lisbon,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,Already constructed,Railway station,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.1,2018 €/m2,every year,40,every year,0.1025,1.187,1.096,0.13346094,Replacement cost,,,,,,,Csa,Europe,Portugal,Lisbon,"Silva et al.,",2019,The socioeconomic feasibility of greening rail stations: a case study in Lisbon,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,Already constructed,Railway station,black roof,non-insulated,flat,CO2 uptake,benefit,societal,socio-environmental,0.03,2018 €/m2,every year,40,every year,0.0324,1.187,1.096,0.042102064,"Avoided cost (Emission Trading Scheme cost, avoided through uptake)",6.47,kg/m2,,,,,Csa,Europe,Portugal,Lisbon,"Silva et al.,",2019,The socioeconomic feasibility of greening rail stations: a case study in Lisbon,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Installation of green roof (net),cost,building,financial,20,2018 €/m2,0,50,0,20,0.92,1.096,20.16636939,Market value (survey to project partners),,,,,,,Dfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Maintenance of green roof (gross),cost,building,financial,1.5,2018 €/m2,every year,50,every year,1.5,0.92,1.096,1.512477704,Market value (survey to project partners),,,,,,,Dfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Aesthetics increase,benefit,building,economic,352.94,2018 €/m2,0,50,every year,352.94,0.92,1.096,355.8759207,Benefit transfer (based on hedonic pricing),3.5,% increase in property value,"Value adapted from literature (Bianchini & Hewage, 2012)",,,,Dfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Stormwater management,benefit,urban,socio-environmental,1.58,2018 €/m2,every year,50,every year,1.579,0.92,1.096,1.592134864,"Avoided cost (stormwater fee, water retention)",,,,,,,Dfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Energy consumption reduction (cooling),benefit,building,financial,1.22,2018 €/m2,every year,50,every year,1.2248,0.92,1.096,1.235030924,Replacement cost,,,,,,,Dfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Energy consumption reduction (heating),benefit,building,financial,0.18,2018 €/m2,every year,50,every year,0.1846,0.92,1.096,0.186114616,Market value,,,,,,,Dfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Longevity increase,benefit,building,financial,62,2018 €/m2,every 25 years,50,every year,2.48,0.92,1.096,2.500629805,Avoided cost (roof replacement),,,,,,,Dfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Biodiversity enhancement,benefit,urban,socio-environmental,8.29,2018 €/m2,0,50,every year,0.1657,0.92,1.096,0.167098537,Replacement cost,,,,,,,Dfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,CO2 uptake,benefit,societal,socio-environmental,0.004,2018 €/m2,every year,50,every year,0.0037,0.92,1.096,0.003695946,"Avoided cost (damage of CO2, avoided through uptake)",168,gC/m2/year,"Value from literature (Getter et al., 2009)",,,,Dfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,residential,black roof,insulated,flat,Installation of green roof (gross),cost,building,financial,161.9,2015 €/m2,0,50,0,161.897,0.973,2.181,343.6138509,Market price,,,,,,,Cfb,Europe,Italy,Genoa,"Perini & Rosasco,",2016,Is greening the building envelope economically sustainable? An analysis to evaluate the advantages of economy of scope of vertical green systems and green roofs,Cost-Benefit Analysis
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,residential,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,2.09,2015 €/m2,every year,50,every year,2.09,0.973,2.181,4.435863223,Market price,,,,,,,Cfb,Europe,Italy,Genoa,"Perini & Rosasco,",2016,Is greening the building envelope economically sustainable? An analysis to evaluate the advantages of economy of scope of vertical green systems and green roofs,Cost-Benefit Analysis
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,residential,black roof,insulated,flat,Disposal of green roof,cost,building,financial,38.4,2015 €/m2,last year,50,last year,38.4,0.973,2.181,81.50102765,Market price,,,,,,,Cfb,Europe,Italy,Genoa,"Perini & Rosasco,",2016,Is greening the building envelope economically sustainable? An analysis to evaluate the advantages of economy of scope of vertical green systems and green roofs,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Energy consumption reduction (heating and cooling),benefit,building,financial,1.41,2018 €/m2,every year,50,every year,1.4094,0.92,1.096,1.42114554,Aggregation,,,Aggregation,,,,Dfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,residential,black roof,insulated,flat,Energy consumption reduction (heating),benefit,building,financial,0.19,2015 €/m2,every year,50,every year,0.1854,0.973,2.181,0.393449984,Avoided cost (energy consumption),,,,,,,Cfb,Europe,Italy,Genoa,"Perini & Rosasco,",2016,Is greening the building envelope economically sustainable? An analysis to evaluate the advantages of economy of scope of vertical green systems and green roofs,Cost-Benefit Analysis
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,residential,black roof,insulated,flat,Energy consumption reduction (cooling),benefit,building,financial,1.62,2015 €/m2,every year,50,every year,1.6154,0.973,2.181,3.428608625,Avoided cost (energy consumption),,,,,,,Cfb,Europe,Italy,Genoa,"Perini & Rosasco,",2016,Is greening the building envelope economically sustainable? An analysis to evaluate the advantages of economy of scope of vertical green systems and green roofs,Cost-Benefit Analysis
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,residential,black roof,insulated,flat,Longevity increase,benefit,building,financial,61.75,2013 $/m2,every 25 years,50,every year,2.4701,0.721,1.713,3.050581679,Avoided cost (roof replacement),,,,,,,Cfb,Europe,Italy,Genoa,"Perini & Rosasco,",2016,Is greening the building envelope economically sustainable? An analysis to evaluate the advantages of economy of scope of vertical green systems and green roofs,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,commercial,black roof,,flat,Installation of green roof (gross),cost,building,financial,72,2013 $/m2,0,40,0,72,0.721,1.713,88.91897447,Market value,,,"Value from literature (Carter et al., 2008)",,,,Cfa,North America,USA,"Atlanta, GA","Mullen et al.,",2013,"Green Roof Adoption in Atlanta. Georgia: The Effect of Building Characteristics and Subsidies on net Private, Public, and Social Benefits",Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,commercial,black roof,,flat,Installation of green roof (gross),cost,building,financial,67,2013 $/m2,0,40,0,67,0.721,1.713,82.74404569,Market value,,,"Value from literature (Niu et al., 2010)",,,,Cfa,North America,USA,"Atlanta, GA","Mullen et al.,",2013,"Green Roof Adoption in Atlanta. Georgia: The Effect of Building Characteristics and Subsidies on net Private, Public, and Social Benefits",Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,commercial,black roof,,flat,Installation of green roof (gross),cost,building,financial,65,2013 $/m2,0,40,0,65,0.721,1.713,80.27407417,Market value,,,"Value from literature (Clark et al., 2008)",,,,Cfa,North America,USA,"Atlanta, GA","Mullen et al.,",2013,"Green Roof Adoption in Atlanta. Georgia: The Effect of Building Characteristics and Subsidies on net Private, Public, and Social Benefits",Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,commercial,black roof,,flat,Stormwater management,benefit,urban,socio-environmental,37.6,2013 $/m2,every year,40,every year,37.5994,0.721,1.713,46.43472434,"Avoided cost (water collection, operation, maintenance and infrastructure cost)",,,,,,,Cfa,North America,USA,"Atlanta, GA","Mullen et al.,",2013,"Green Roof Adoption in Atlanta. Georgia: The Effect of Building Characteristics and Subsidies on net Private, Public, and Social Benefits",Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,commercial,black roof,,flat,Air quality enhancement,benefit,urban,socio-environmental,,2013 $/m2,every year,40,not accounted,,0.721,1.713,,Missing data,,,,,,,Cfa,North America,USA,"Atlanta, GA","Mullen et al.,",2013,"Green Roof Adoption in Atlanta. Georgia: The Effect of Building Characteristics and Subsidies on net Private, Public, and Social Benefits",Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,commercial,black roof,,flat,Maintenance of green roof (net),cost,urban,socio-environmental,5.38,2013 $/m2,every year,40,every year,5.3821,0.721,1.713,6.646855525,Market value,,,,,,,Cfa,North America,USA,"Atlanta, GA","Mullen et al.,",2013,"Green Roof Adoption in Atlanta. Georgia: The Effect of Building Characteristics and Subsidies on net Private, Public, and Social Benefits",Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,commercial,black roof,,flat,Urban heat island effect mitigation,benefit,urban,socio-environmental,,2013 $/m2,every year,40,not accounted,,0.721,1.713,,Not considered (difficulties in quantification),,,,,,,Cfa,North America,USA,"Atlanta, GA","Mullen et al.,",2013,"Green Roof Adoption in Atlanta. Georgia: The Effect of Building Characteristics and Subsidies on net Private, Public, and Social Benefits",Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,commercial,black roof,,flat,CO2 emission reduction,benefit,societal,socio-environmental,,2013 $/m2,every year,40,not accounted,,0.721,1.713,,Missing data,,,,,,,Cfa,North America,USA,"Atlanta, GA","Mullen et al.,",2013,"Green Roof Adoption in Atlanta. Georgia: The Effect of Building Characteristics and Subsidies on net Private, Public, and Social Benefits",Cost-Benefit Analysis
Green roof,Extensive,,no,,,,,annual average,To be constructed,,black roof,,flat,Maintenance of green roof (net),cost,building,financial,2950.88,2019 KRW/m2,every year,not mentioned,every year,2950.8759,0.001,1,2.283049851,Market value,,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2018,Analysing Green Roof Effects in an Urban Environment: A Case of Bangbae dong Seoul,Cost-Benefit Analysis
Green roof,Extensive,,no,,,,,annual average,To be constructed,,black roof,,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,1838.69,2019 KRW/m2,every year,not mentioned,every year,1838.6873,0.001,1,1.422565697,Avoided cost (energy consumption),,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2018,Analysing Green Roof Effects in an Urban Environment: A Case of Bangbae dong Seoul,Cost-Benefit Analysis
